pmid|pubyear|lang|title|match_found|best_full_match|best_window_match
﻿26613691|2016|eng;|Integrating Children's Mental Health into Primary Care.|N||
7501734|1995|eng;|Cognitive and psychophysiological correlates of positive, negative, and disorganized symptoms in the schizophrenia spectrum.|Y|schizophrenia|schizophrenia
7501733|1995|eng;|The gonadal axis in men with schizophrenia.|Y|schizophrenia|schizophrenia
8550953|1995|eng;|GABA and mood disorders: a brief review and hypothesis.|N||
8550952|1995|eng;|Personality pathology among married adults with bipolar disorder.|Y|bipolar i disorder|bipolar i disorder
8550951|1995|eng;|Complex and rapid-cycling in bipolar children and adolescents: a preliminary study.|N||
8547446|1995|eng;|Rebreathing tests in panic disorder.|Y|panic disorder|panic disorder
7644474|1995|eng;|7-Chloro-3-methyl-3,4-dihydro-2H-1,2,4-benzothiadiazine S,S-dioxide (IDRA 21), a congener of aniracetam, potently abates pharmacologically induced cognitive impairments in patas monkeys.|N||
7488568|1995|eng;|Relations between social skills and ward behavior in chronic schizophrenia.|Y|schizophrenia|schizophrenia
7488564|1995|eng;|Premorbid adjustment as a predictor of phenomenological and neurobiological indices in schizophrenia.|Y|schizophrenia|schizophrenia
7485259|1995|eng;|Association and linkage studies of the TAQI A1 allele at the dopamine D2 receptor gene in samples of female and male alcoholics.|N||
8539302|1995|eng;|The neurosociology of schizophrenia: vulnerability and functional disability.|Y|schizophrenia|schizophrenia
7673576|1995|eng;|Social phobia: an analysis of possible developmental factors.|Y|social phobia|social phobia
7673565|1995|eng;|An event-related potential investigation of posthypnotic recognition amnesia.|Y|amnesia|amnesia
7673535|1995|eng;|A developmental-ecological perspective on antisocial behavior in children and adolescents: toward a unified risk and intervention framework.|Y|antisocial behavior|antisocial behavior
7673532|1995|eng;|Screening of child behavior problems for prevention programs at school entry. The Conduct Problems Prevention Research Group.|N||
7673531|1995|eng;|Preventing escalation in problem behaviors with high-risk young adolescents: immediate and 1-year outcomes.|N||
7671652|1995|eng;|Adrenocortical responses to the strange situation in infants with disorganized/disoriented attachment relationships.|N||
7665445|1995|eng;|Child physical abuse and aggression: preliminary findings on the role of internalizing problems.|Y|physical abuse|physical abuse
7665443|1995|eng;|Mother and teacher assessments of behavior problems in abused children.|N||
7665440|1995|eng;|Effects of family history and comorbidity on the neuropsychological performance of children with ADHD: preliminary findings.|N||
7645646|1995|eng;|Women at risk for postpartum-onset major depression.|Y|major depression|major depression
7643304|1995|eng;|When comparisons arise.|N||
7643060|1995|eng;|Psychiatric morbidity associated with motor vehicle accidents.|N||
7639629|1995|eng;|Cortical abnormalities associated with subcortical lesions in vascular dementia. Clinical and position emission tomographic findings.|Y|vascular dementia|vascular dementia
7638234|1995|eng;|The deferred imitation task as a nonverbal measure of declarative memory.|N||
7632122|1995|eng;|Is hyperarousal essential to obsessive-compulsive disorder? Diminished physiologic flexibility, but not hyperarousal, characterizes patients with obsessive-compulsive disorder.|Y|obsessive-compulsive disorder|obsessive-compulsive disorder
7632120|1995|eng;|Mitogen-stimulated interleukin-2 production in never-medicated, first-episode schizophrenic patients. The influence of age at onset and negative symptoms.|N||
7625474|1995|eng;|Further evidence of a dose-response threshold for haloperidol in psychosis.|Y|psychosis|psychosis
7625473|1995|eng;|Body dysmorphic disorder in the DSM-IV field trial for obsessive-compulsive disorder.|Y|obsessive-compulsive disorder|body dysmorphic disorder
7593733|1995|eng;|Health-related quality of life in patients with major depression who are treated with moclobemide.|Y|major depression|major depression
7593711|1995|eng;|Predictors of response to desipramine in dysthymia.|Y|dysthymia|dysthymia
7593472|1995|eng;|Cognitive and molecular aspects of fragile X.|N||
7592249|1995|eng;|The pre-linguistic autism diagnostic observation schedule.|Y|autism|autism
7587155|1995|eng;|Assessing the social networks of people with psychiatric disability from multiple perspectives.|N||
7583483|1995|eng;|Predictors of high and low levels of HIV risk behavior among adults with chronic mental illness.|N||
7583481|1995|eng;|Effects of stringent criteria on eligibility for clozapine among public mental health clients.|N||
7583478|1995|eng;|Characteristics of violence in the community by female patients seen in a psychiatric emergency service.|N||
7582667|1995|eng;|Gender and schizophrenia. Results of an epidemiologically-based family study.|Y|schizophrenia|schizophrenia
7578665|1995|eng;|Neuroleptic-induced emesis: a new indication for clozapine?|N||
7578657|1995|eng;|m-Chlorophenylpiperazine in patients with obsessive-compulsive disorder: absence of symptom exacerbation.|Y|obsessive-compulsive disorder|obsessive-compulsive disorder
7577766|1995|eng;|Posterior superior temporal gyrus in schizophrenia: grey matter changes and clinical correlates.|Y|schizophrenia|schizophrenia
7577764|1995|eng;|Childhood behavioral precursors of adult symptom dimensions in schizophrenia.|Y|schizophrenia|schizophrenia
7572264|1995|eng;|Genes and psychosis: old wine in new bottles?|Y|psychosis|psychosis
7560560|1995|eng;|Community-based multiple-gate screening of children at risk for conduct disorder.|Y|conduct disorder|conduct disorder
7560558|1995|eng;|Clinic referral for oppositional defiant disorder: relative significance of attachment and behavioral variables.|Y|oppositional defiant disorder|oppositional defiant disorder
7543265|1995|eng;|Behavioral vs biochemical prediction of clinical stability following haloperidol withdrawal in schizophrenia.|Y|schizophrenia|schizophrenia
7485811|1995|eng;|Comparison of direct interview and family history diagnoses of alcohol dependence.|Y|alcohol dependence|alcohol dependence
7480382|1995|eng;|Schizophrenic patients' perceptions of their relatives' attitudes.|N||
7578645|1995|eng;|"Drug screening in ""normal"" controls."|N||
8566091|1995|eng;|Physical withdrawal in rats tolerant to delta 9-tetrahydrocannabinol precipitated by a cannabinoid receptor antagonist.|N||
8847657|1995|eng;|Slow-wave sleep and symptomatology in schizophrenia and related psychotic disorders.|Y|schizophrenia|schizophrenia
8847654|1995|eng;|Symptom dimensions and brain morphology in schizophrenia and related psychotic disorders.|Y|schizophrenia|schizophrenia
8651069|1995|eng;|Infants who are deaf or hard of hearing, with and without physical/cognitive disabilities.|N||
7793470|1995|eng;|Predictors of retrograde amnesia following ECT.|Y|amnesia|amnesia
7793468|1995|eng;|Low urinary cortisol excretion in Holocaust survivors with posttraumatic stress disorder.|Y|posttraumatic stress disorder|posttraumatic stress disorder
7793435|1995|eng;|Vulnerability to psychosis in unipolar major depression: is premorbid functioning involved?|Y|major depression|major depression
7672954|1995|eng;|Migraine, personality, and psychiatric comorbidity.|N||
7652139|1995|eng;|Religious coping and cognitive symptoms of depression in elderly medical patients.|Y|depression|depression
7652114|1995|eng;|Brain event-related potentials to complex tones in depressed patients: relations to perceptual asymmetry and clinical features.|N||
7650636|1995|eng;|Psychosocial adjustment among returnees to Judaism.|N||
7649965|1995|eng;|Consumer satisfaction with involvement in drug research: a social validity study.|N||
7649957|1995|eng;|Mania-like symptoms suggestive of childhood-onset bipolar disorder in clinically referred children.|Y|bipolar i disorder|bipolar i disorder
7625993|1995|eng;|An empirical method for assessing social problem solving in schizophrenia.|Y|schizophrenia|schizophrenia
7624455|1995|eng;|Why there are complementary learning systems in the hippocampus and neocortex: insights from the successes and failures of connectionist models of learning and memory.|N||
7602032|1995|eng;|Behavior problems among dementia residents in special care units: changes over time.|Y|dementia|dementia
7598631|1995|eng;|Impaired mismatch negativity generation reflects widespread dysfunction of working memory in schizophrenia.|Y|schizophrenia|schizophrenia
7575361|1995|eng;|Physical similarity and the equal-environment assumption in twin studies of psychiatric disorders.|N||
7575360|1995|eng;|Multiple raters of disruptive child behavior: using a genetic strategy to examine shared views and bias.|N||
7559850|1995|eng;|Clinical correlates of enuresis in ADHD and non-ADHD children.|Y|enuresis|enuresis
7554875|1995|eng;|Comorbidity of anxiety disorders in a multicenter anxiety study.|N||
7554869|1995|eng;|Clinical profile of comorbid major depression and alcohol use disorders in an initial psychiatric evaluation.|Y|alcohol use|alcohol use
7552561|1995|eng;|A multisite study of client outcomes in assertive community treatment.|N||
7552560|1995|eng;|Evaluating use of continuous treatment teams for persons with mental illness and substance abuse.|Y|substance use|substance abuse
7552559|1995|eng;|Modifying the PACT model to serve homeless persons with severe mental illness.|N||
7552558|1995|eng;|Implementing assertive community treatment teams.|N||
7552557|1995|eng;|Dissemination of assertive community treatment programs.|N||
7552556|1995|eng;|Assertive community treatment: an update of randomized trials.|N||
7547645|1995|eng;|Assessing the predictive value of teacher reports in a high risk sample for schizophrenia: a ROC analysis.|Y|schizophrenia|schizophrenia
7493596|1995|eng;|Life events as correlates of burden in spouse caregivers of persons with Alzheimer's disease.|Y|alzheimer's disease|alzheimer's disease
7491514|1995|eng;|Depression among Puerto Ricans in New York City: the Hispanic Health and Nutrition Examination Survey.|Y|depression|depression
7491512|1995|eng;|Psychopathology and mortality in the general population.|N||
7485424|1995|eng;|Early heterosexual debut: situations of sexual possibility during the transition to adolescence.|N||
7480541|1995|eng;|Dissociation between the attentional effects of infusions of a benzodiazepine receptor agonist and an inverse agonist into the basal forebrain.|N||
7480458|1995|eng;|Is seeking treatment for depression predicted by a history of depression in relatives? Implications for family studies of affective disorder.|Y|affective disorder|affective disorder
